county,city,office,district,candidate,party,votes
Aroostook,BLAINE,State Senate,34,Daniel Levesque,D,79
Aroostook,BRIDGEWATER,State Senate,34,Daniel Levesque,D,86
Aroostook,CARY PLT,State Senate,34,Daniel Levesque,D,28
Aroostook,CHAPMAN,State Senate,34,Daniel Levesque,D,108
Aroostook,CRYSTAL,State Senate,34,Daniel Levesque,D,33
Aroostook,DYER BROOK,State Senate,34,Daniel Levesque,D,41
Aroostook,E TWP ,State Senate,34,Daniel Levesque,D,10
Aroostook,EAST MILLINOCKET ARO TWPS ,State Senate,34,Daniel Levesque,D,1
Aroostook,EASTON,State Senate,34,Daniel Levesque,D,229
Aroostook,FORT FAIRFIELD,State Senate,34,Daniel Levesque,D,746
Aroostook,GLENWOOD PLT,State Senate,34,Daniel Levesque,D,1
Aroostook,HAMMOND,State Senate,34,Daniel Levesque,D,12
Aroostook,HAYNESVILLE,State Senate,34,Daniel Levesque,D,14
Aroostook,HERSEY,State Senate,34,Daniel Levesque,D,3
Aroostook,HODGDON,State Senate,34,Daniel Levesque,D,102
Aroostook,HOULTON,State Senate,34,Daniel Levesque,D,676
Aroostook,ISLAND FALLS,State Senate,34,Daniel Levesque,D,143
Aroostook,LINNEUS,State Senate,34,Daniel Levesque,D,102
Aroostook,LITTLETON,State Senate,34,Daniel Levesque,D,114
Aroostook,LUDLOW,State Senate,34,Daniel Levesque,D,64
Aroostook,MACWAHOC PLT,State Senate,34,Daniel Levesque,D,12
Aroostook,MARS HILL,State Senate,34,Daniel Levesque,D,206
Aroostook,MASARDIS,State Senate,34,Daniel Levesque,D,87
Aroostook,MATTAWAMKEAG TWPS ,State Senate,34,Daniel Levesque,D,14
Aroostook,MERRILL,State Senate,34,Daniel Levesque,D,49
Aroostook,MONTICELLO,State Senate,34,Daniel Levesque,D,104
Aroostook,MORO PLT,State Senate,34,Daniel Levesque,D,4
Aroostook,MORO PLT TWPS ,State Senate,34,Daniel Levesque,D,0
Aroostook,NEW LIMERICK,State Senate,34,Daniel Levesque,D,76
Aroostook,OAKFIELD,State Senate,34,Daniel Levesque,D,106
Aroostook,ORIENT,State Senate,34,Daniel Levesque,D,27
Aroostook,OXBOW PLT,State Senate,34,Daniel Levesque,D,20
Aroostook,PRESQUE ISLE,State Senate,34,Daniel Levesque,D,2044
Aroostook,REED PLT,State Senate,34,Daniel Levesque,D,13
Aroostook,SHERMAN,State Senate,34,Daniel Levesque,D,180
Aroostook,SMYRNA,State Senate,34,Daniel Levesque,D,42
Aroostook,T11 R4 WELS ,State Senate,34,Daniel Levesque,D,5
Aroostook,TD R2 WELS ,State Senate,34,Daniel Levesque,D,3
Aroostook,WESTFIELD,State Senate,34,Daniel Levesque,D,94
Aroostook,WESTON,State Senate,34,Daniel Levesque,D,31
Aroostook,ALLAGASH,State Senate,35,Troy Jackson,D,88
Aroostook,CARIBOU,State Senate,35,Troy Jackson,D,1392
Aroostook,CASTLE HILL,State Senate,35,Troy Jackson,D,77
Aroostook,CASWELL,State Senate,35,Troy Jackson,D,51
Aroostook,CONNOR TWP,State Senate,35,Troy Jackson,D,78
Aroostook,CYR PLT,State Senate,35,Troy Jackson,D,18
Aroostook,EAGLE LAKE,State Senate,35,Troy Jackson,D,202
Aroostook,FORT KENT,State Senate,35,Troy Jackson,D,1260
Aroostook,FORT KENT TWPS ,State Senate,35,Troy Jackson,D,2
Aroostook,FRENCHVILLE,State Senate,35,Troy Jackson,D,347
Aroostook,GARFIELD PLT,State Senate,35,Troy Jackson,D,23
Aroostook,GRAND ISLE,State Senate,35,Troy Jackson,D,187
Aroostook,HAMLIN,State Senate,35,Troy Jackson,D,39
Aroostook,LIMESTONE,State Senate,35,Troy Jackson,D,362
Aroostook,MADAWASKA,State Senate,35,Troy Jackson,D,1429
Aroostook,MADAWASKA LAKE TWP,State Senate,35,Troy Jackson,D,45
Aroostook,MAPLETON,State Senate,35,Troy Jackson,D,403
Aroostook,NASHVILLE PLT,State Senate,35,Troy Jackson,D,11
Aroostook,NEW CANADA,State Senate,35,Troy Jackson,D,143
Aroostook,NEW SWEDEN,State Senate,35,Troy Jackson,D,167
Aroostook,PERHAM,State Senate,35,Troy Jackson,D,83
Aroostook,PORTAGE LAKE,State Senate,35,Troy Jackson,D,128
Aroostook,SAINT AGATHA,State Senate,35,Troy Jackson,D,341
Aroostook,SAINT FRANCIS,State Senate,35,Troy Jackson,D,165
Aroostook,SAINT JOHN PLT,State Senate,35,Troy Jackson,D,83
Aroostook,STOCKHOLM,State Senate,35,Troy Jackson,D,62
Aroostook,T12 R13 ,State Senate,35,Troy Jackson,D,2
Aroostook,T15 R6 WELS ,State Senate,35,Troy Jackson,D,3
Aroostook,T15 R9 TWP ,State Senate,35,Troy Jackson,D,1
Aroostook,VAN BUREN,State Senate,35,Troy Jackson,D,433
Aroostook,VAN BUREN TWPS ,State Senate,35,Troy Jackson,D,12
Aroostook,WADE,State Senate,35,Troy Jackson,D,44
Aroostook,WALLAGRASS,State Senate,35,Troy Jackson,D,179
Aroostook,WASHBURN,State Senate,35,Troy Jackson,D,328
Aroostook,WESTMANLAND,State Senate,35,Troy Jackson,D,21
Aroostook,WINTERVILLE PLT,State Senate,35,Troy Jackson,D,56
Aroostook,WOODLAND,State Senate,35,Troy Jackson,D,236
Cumberland,GORHAM,State Senate,6,James Boyle,D,5144
Cumberland,SCARBOROUGH,State Senate,6,James Boyle,D,4245
Cumberland,WESTBROOK,State Senate,6,James Boyle,D,2457
Cumberland,CAPE ELIZABETH,State Senate,7,Rebecca Millett,D,4109
Cumberland,SCARBOROUGH,State Senate,7,Rebecca Millett,D,1249
Cumberland,SOUTH PORTLAND,State Senate,7,Rebecca Millett,D,8499
Cumberland,PORTLAND,State Senate,8,Justin Alfond,D,12610
Cumberland,PORTLAND,State Senate,9,Anne Haskell,D,11274
Cumberland,WESTBROOK,State Senate,9,Anne Haskell,D,2847
Cumberland,BRUNSWICK,State Senate,10,Stanley Gerzofsky,D,8086
Cumberland,FREEPORT,State Senate,10,Stanley Gerzofsky,D,2925
Cumberland,HARPSWELL,State Senate,10,Stanley Gerzofsky,D,2009
Cumberland,POWNAL,State Senate,10,Stanley Gerzofsky,D,499
Cumberland,BALDWIN,State Senate,13,Dennise Whitley,D,291
Cumberland,BRIDGTON,State Senate,13,Dennise Whitley,D,1267
Cumberland,HARRISON,State Senate,13,Dennise Whitley,D,609
Cumberland,NAPLES,State Senate,13,Dennise Whitley,D,974
Cumberland,SEBAGO,State Senate,13,Dennise Whitley,D,410
Cumberland,NEW GLOUCESTER,State Senate,15,John Cleveland,D,1338
Franklin,JAY,State Senate,14,John Patrick,D,1172
Franklin,AVON,State Senate,18,Joanne Dunlap,D,60
Franklin,CARRABASSETT VALLEY,State Senate,18,Joanne Dunlap,D,158
Franklin,CARTHAGE,State Senate,18,Joanne Dunlap,D,99
Franklin,CHESTERVILLE,State Senate,18,Joanne Dunlap,D,221
Franklin,COPLIN PLT,State Senate,18,Joanne Dunlap,D,23
Franklin,DALLAS PLT,State Senate,18,Joanne Dunlap,D,130
Franklin,EUSTIS,State Senate,18,Joanne Dunlap,D,109
Franklin,EUSTIS FRA TWPS ,State Senate,18,Joanne Dunlap,D,0
Franklin,FARMINGTON,State Senate,18,Joanne Dunlap,D,1408
Franklin,FREEMAN TWP ,State Senate,18,Joanne Dunlap,D,27
Franklin,INDUSTRY,State Senate,18,Joanne Dunlap,D,146
Franklin,KINGFIELD,State Senate,18,Joanne Dunlap,D,149
Franklin,LANG TWP ,State Senate,18,Joanne Dunlap,D,0
Franklin,MADRID TWP ,State Senate,18,Joanne Dunlap,D,33
Franklin,NEW SHARON,State Senate,18,Joanne Dunlap,D,280
Franklin,NEW VINEYARD,State Senate,18,Joanne Dunlap,D,102
Franklin,PHILLIPS,State Senate,18,Joanne Dunlap,D,117
Franklin,RANGELEY,State Senate,18,Joanne Dunlap,D,344
Franklin,RANGELEY PLT,State Senate,18,Joanne Dunlap,D,68
Franklin,SANDY RIVER PLT,State Senate,18,Joanne Dunlap,D,49
Franklin,STRONG,State Senate,18,Joanne Dunlap,D,122
Franklin,TEMPLE,State Senate,18,Joanne Dunlap,D,114
Franklin,WELD,State Senate,18,Joanne Dunlap,D,68
Franklin,WELD TWPS ,State Senate,18,Joanne Dunlap,D,1
Franklin,WILTON,State Senate,18,Joanne Dunlap,D,584
Franklin,WILTON TWPS ,State Senate,18,Joanne Dunlap,D,10
Hancock,BAR HARBOR,State Senate,28,David White,D,1865
Hancock,BLUE HILL,State Senate,28,David White,D,907
Hancock,BROOKLIN,State Senate,28,David White,D,321
Hancock,BROOKSVILLE,State Senate,28,David White,D,334
Hancock,CRANBERRY ISLES,State Senate,28,David White,D,86
Hancock,DEER ISLE,State Senate,28,David White,D,570
Hancock,ELLSWORTH,State Senate,28,David White,D,1290
Hancock,FLETCHERS LANDING TWP (T8 SD) ,State Senate,28,David White,D,12
Hancock,FRENCHBORO,State Senate,28,David White,D,22
Hancock,GOULDSBORO,State Senate,28,David White,D,387
Hancock,HANCOCK,State Senate,28,David White,D,434
Hancock,LAMOINE,State Senate,28,David White,D,394
Hancock,MOUNT DESERT,State Senate,28,David White,D,755
Hancock,SEDGWICK,State Senate,28,David White,D,347
Hancock,SORRENTO,State Senate,28,David White,D,81
Hancock,SOUTHWEST HARBOR,State Senate,28,David White,D,571
Hancock,STONINGTON,State Senate,28,David White,D,321
Hancock,SULLIVAN,State Senate,28,David White,D,266
Hancock,SURRY,State Senate,28,David White,D,379
Hancock,SWANS ISLAND,State Senate,28,David White,D,72
Hancock,TREMONT,State Senate,28,David White,D,487
Hancock,TRENTON,State Senate,28,David White,D,315
Hancock,WINTER HARBOR,State Senate,28,David White,D,93
Hancock,AURORA TWPS ,State Senate,29,Anne Perry,D,0
Hancock,EASTBROOK,State Senate,29,Anne Perry,D,61
Hancock,FRANKLIN,State Senate,29,Anne Perry,D,265
Hancock,FRANKLIN TWPS ,State Senate,29,Anne Perry,D,0
Hancock,GREAT POND,State Senate,29,Anne Perry,D,12
Hancock,OSBORN,State Senate,29,Anne Perry,D,5
Hancock,T3 ND ,State Senate,29,Anne Perry,D,1
Hancock,T7 SD ,State Senate,29,Anne Perry,D,2
Hancock,WALTHAM,State Senate,29,Anne Perry,D,37
Hancock,AMHERST,State Senate,31,Emery Deabay,D,64
Hancock,AURORA,State Senate,31,Emery Deabay,D,16
Hancock,BUCKSPORT,State Senate,31,Emery Deabay,D,1440
Hancock,CASTINE,State Senate,31,Emery Deabay,D,290
Hancock,DEDHAM,State Senate,31,Emery Deabay,D,438
Hancock,GREAT POND TWPS ,State Senate,31,Emery Deabay,D,1
Hancock,MARIAVILLE,State Senate,31,Emery Deabay,D,101
Hancock,ORLAND,State Senate,31,Emery Deabay,D,787
Hancock,OTIS,State Senate,31,Emery Deabay,D,124
Hancock,PENOBSCOT,State Senate,31,Emery Deabay,D,460
Hancock,VERONA ISLAND,State Senate,31,Emery Deabay,D,191
Kennebec,BELGRADE,State Senate,18,Joanne Dunlap,D,804
Kennebec,FAYETTE,State Senate,18,Joanne Dunlap,D,315
Kennebec,MOUNT VERNON,State Senate,18,Joanne Dunlap,D,388
Kennebec,READFIELD,State Senate,18,Joanne Dunlap,D,735
Kennebec,ROME,State Senate,18,Joanne Dunlap,D,269
Kennebec,VIENNA,State Senate,18,Joanne Dunlap,D,126
Kennebec,WAYNE,State Senate,18,Joanne Dunlap,D,346
Kennebec,WINDSOR,State Senate,20,Christopher Johnson,D,630
Kennebec,CHELSEA,State Senate,21,David Bustin,D,718
Kennebec,FARMINGDALE,State Senate,21,David Bustin,D,857
Kennebec,GARDINER,State Senate,21,David Bustin,D,1661
Kennebec,HALLOWELL,State Senate,21,David Bustin,D,1047
Kennebec,LITCHFIELD,State Senate,21,David Bustin,D,867
Kennebec,MANCHESTER,State Senate,21,David Bustin,D,695
Kennebec,MONMOUTH,State Senate,21,David Bustin,D,883
Kennebec,PITTSTON,State Senate,21,David Bustin,D,768
Kennebec,RANDOLPH,State Senate,21,David Bustin,D,516
Kennebec,WEST GARDINER,State Senate,21,David Bustin,D,985
Kennebec,WINTHROP,State Senate,21,David Bustin,D,996
Kennebec,AUGUSTA,State Senate,24,Penny Plourde,D,2974
Kennebec,CHINA,State Senate,24,Penny Plourde,D,869
Kennebec,OAKLAND,State Senate,24,Penny Plourde,D,1334
Kennebec,SIDNEY,State Senate,24,Penny Plourde,D,708
Kennebec,VASSALBORO,State Senate,24,Penny Plourde,D,1050
Kennebec,ALBION,State Senate,25,Colleen Lachowicz,D,372
Kennebec,BENTON,State Senate,25,Colleen Lachowicz,D,579
Kennebec,CLINTON,State Senate,25,Colleen Lachowicz,D,705
Kennebec,WATERVILLE,State Senate,25,Colleen Lachowicz,D,4236
Kennebec,WINSLOW,State Senate,25,Colleen Lachowicz,D,1921
Knox,FRIENDSHIP,State Senate,20,Christopher Johnson,D,297
Knox,WASHINGTON,State Senate,20,Christopher Johnson,D,432
Knox,APPLETON,State Senate,22,Edward Mazurek,D,353
Knox,CAMDEN,State Senate,22,Edward Mazurek,D,1748
Knox,CRIEHAVEN TWP ,State Senate,22,Edward Mazurek,D,1
Knox,CUSHING,State Senate,22,Edward Mazurek,D,355
Knox,HOPE,State Senate,22,Edward Mazurek,D,422
Knox,MATINICUS ISLE PLT,State Senate,22,Edward Mazurek,D,24
Knox,NORTH HAVEN,State Senate,22,Edward Mazurek,D,179
Knox,OWLS HEAD,State Senate,22,Edward Mazurek,D,508
Knox,ROCKLAND,State Senate,22,Edward Mazurek,D,2057
Knox,ROCKPORT,State Senate,22,Edward Mazurek,D,1069
Knox,SAINT GEORGE,State Senate,22,Edward Mazurek,D,794
Knox,SOUTH THOMASTON,State Senate,22,Edward Mazurek,D,483
Knox,THOMASTON,State Senate,22,Edward Mazurek,D,626
Knox,UNION,State Senate,22,Edward Mazurek,D,601
Knox,VINALHAVEN,State Senate,22,Edward Mazurek,D,449
Knox,WARREN,State Senate,22,Edward Mazurek,D,789
Knox,ISLE AU HAUT,State Senate,28,David White,D,41
Lincoln,DRESDEN,State Senate,19,Seth Goodall,D,488
Lincoln,ALNA,State Senate,20,Christopher Johnson,D,210
Lincoln,BOOTHBAY,State Senate,20,Christopher Johnson,D,921
Lincoln,BOOTHBAY HARBOR,State Senate,20,Christopher Johnson,D,657
Lincoln,BREMEN,State Senate,20,Christopher Johnson,D,268
Lincoln,BRISTOL,State Senate,20,Christopher Johnson,D,952
Lincoln,DAMARISCOTTA,State Senate,20,Christopher Johnson,D,688
Lincoln,EDGECOMB,State Senate,20,Christopher Johnson,D,367
Lincoln,JEFFERSON,State Senate,20,Christopher Johnson,D,646
Lincoln,MONHEGAN PLT,State Senate,20,Christopher Johnson,D,44
Lincoln,NEWCASTLE,State Senate,20,Christopher Johnson,D,672
Lincoln,NOBLEBORO,State Senate,20,Christopher Johnson,D,527
Lincoln,SOMERVILLE,State Senate,20,Christopher Johnson,D,153
Lincoln,SOUTH BRISTOL,State Senate,20,Christopher Johnson,D,351
Lincoln,SOUTHPORT,State Senate,20,Christopher Johnson,D,178
Lincoln,WALDOBORO,State Senate,20,Christopher Johnson,D,1187
Lincoln,WESTPORT ISLAND,State Senate,20,Christopher Johnson,D,208
Lincoln,WHITEFIELD,State Senate,20,Christopher Johnson,D,655
Lincoln,WISCASSET,State Senate,20,Christopher Johnson,D,823
Oxford,BROWNFIELD,State Senate,13,Dennise Whitley,D,363
Oxford,DENMARK,State Senate,13,Dennise Whitley,D,286
Oxford,FRYEBURG,State Senate,13,Dennise Whitley,D,754
Oxford,HIRAM,State Senate,13,Dennise Whitley,D,317
Oxford,NORWAY,State Senate,13,Dennise Whitley,D,1166
Oxford,OTISFIELD,State Senate,13,Dennise Whitley,D,346
Oxford,OXFORD,State Senate,13,Dennise Whitley,D,644
Oxford,PARIS,State Senate,13,Dennise Whitley,D,1147
Oxford,PORTER,State Senate,13,Dennise Whitley,D,300
Oxford,ALBANY TWP,State Senate,14,John Patrick,D,151
Oxford,ANDOVER,State Senate,14,John Patrick,D,260
Oxford,ANDOVER TWPS ,State Senate,14,John Patrick,D,1
Oxford,BETHEL,State Senate,14,John Patrick,D,866
Oxford,BUCKFIELD,State Senate,14,John Patrick,D,471
Oxford,BYRON,State Senate,14,John Patrick,D,36
Oxford,CANTON,State Senate,14,John Patrick,D,233
Oxford,DIXFIELD,State Senate,14,John Patrick,D,707
Oxford,GILEAD,State Senate,14,John Patrick,D,55
Oxford,GREENWOOD,State Senate,14,John Patrick,D,223
Oxford,HANOVER,State Senate,14,John Patrick,D,79
Oxford,HARTFORD,State Senate,14,John Patrick,D,272
Oxford,HEBRON,State Senate,14,John Patrick,D,295
Oxford,LINCOLN PLT,State Senate,14,John Patrick,D,12
Oxford,LOVELL,State Senate,14,John Patrick,D,285
Oxford,MAGALLOWAY PLT,State Senate,14,John Patrick,D,4
Oxford,MEXICO,State Senate,14,John Patrick,D,936
Oxford,MILTON TWP ,State Senate,14,John Patrick,D,47
Oxford,NEWRY,State Senate,14,John Patrick,D,118
Oxford,PERU,State Senate,14,John Patrick,D,535
Oxford,RANGELEY OXF TWPS ,State Senate,14,John Patrick,D,5
Oxford,ROXBURY,State Senate,14,John Patrick,D,158
Oxford,RUMFORD,State Senate,14,John Patrick,D,1775
Oxford,STONEHAM,State Senate,14,John Patrick,D,85
Oxford,STOW,State Senate,14,John Patrick,D,94
Oxford,SUMNER,State Senate,14,John Patrick,D,254
Oxford,SWEDEN,State Senate,14,John Patrick,D,109
Oxford,UPTON,State Senate,14,John Patrick,D,22
Oxford,WATERFORD,State Senate,14,John Patrick,D,439
Oxford,WEST PARIS,State Senate,14,John Patrick,D,457
Oxford,WOODSTOCK,State Senate,14,John Patrick,D,343
Penobscot,CHESTER,State Senate,27,Herbert Clarke,D,125
Penobscot,EAST MILLINOCKET,State Senate,27,Herbert Clarke,D,667
Penobscot,EAST MILLINOCKET PEN TWPS ,State Senate,27,Herbert Clarke,D,2
Penobscot,MATTAMISCONTIS TWP ,State Senate,27,Herbert Clarke,D,12
Penobscot,MEDWAY,State Senate,27,Herbert Clarke,D,419
Penobscot,MEDWAY PEN TWPS ,State Senate,27,Herbert Clarke,D,21
Penobscot,MILLINOCKET,State Senate,27,Herbert Clarke,D,1808
Penobscot,MILLINOCKET PEN TWPS ,State Senate,27,Herbert Clarke,D,93
Penobscot,MILLINOCKET PIS TWPS ,State Senate,27,Herbert Clarke,D,27
Penobscot,MOUNT CHASE,State Senate,27,Herbert Clarke,D,47
Penobscot,PATTEN,State Senate,27,Herbert Clarke,D,234
Penobscot,SEBOEIS PLT,State Senate,27,Herbert Clarke,D,13
Penobscot,STACYVILLE,State Senate,27,Herbert Clarke,D,99
Penobscot,WOODVILLE,State Senate,27,Herbert Clarke,D,78
Penobscot,CARROLL PLT,State Senate,29,Anne Perry,D,24
Penobscot,DREW PLT,State Senate,29,Anne Perry,D,5
Penobscot,LAKEVILLE,State Senate,29,Anne Perry,D,35
Penobscot,PRENTISS TWP,State Senate,29,Anne Perry,D,20
Penobscot,ALTON,State Senate,30,Emily Cain,D,239
Penobscot,ARGYLE TWP ,State Senate,30,Emily Cain,D,38
Penobscot,BRADFORD,State Senate,30,Emily Cain,D,286
Penobscot,EDINBURG,State Senate,30,Emily Cain,D,37
Penobscot,ENFIELD,State Senate,30,Emily Cain,D,429
Penobscot,GREENBUSH,State Senate,30,Emily Cain,D,243
Penobscot,HOWLAND,State Senate,30,Emily Cain,D,402
Penobscot,HUDSON,State Senate,30,Emily Cain,D,322
Penobscot,KINGMAN TWP,State Senate,30,Emily Cain,D,31
Penobscot,LAGRANGE,State Senate,30,Emily Cain,D,150
Penobscot,LEE,State Senate,30,Emily Cain,D,206
Penobscot,LINCOLN,State Senate,30,Emily Cain,D,1163
Penobscot,MATTAWAMKEAG,State Senate,30,Emily Cain,D,174
Penobscot,MAXFIELD,State Senate,30,Emily Cain,D,21
Penobscot,OLD TOWN,State Senate,30,Emily Cain,D,2451
Penobscot,ORONO,State Senate,30,Emily Cain,D,3755
Penobscot,PASSADUMKEAG,State Senate,30,Emily Cain,D,90
Penobscot,PENOB NAT VOTING DIS,State Senate,30,Emily Cain,D,219
Penobscot,SPRINGFIELD,State Senate,30,Emily Cain,D,71
Penobscot,VEAZIE,State Senate,30,Emily Cain,D,541
Penobscot,WEBSTER PLT,State Senate,30,Emily Cain,D,13
Penobscot,WINN,State Senate,30,Emily Cain,D,78
Penobscot,BRADLEY,State Senate,31,Emery Deabay,D,384
Penobscot,BREWER,State Senate,31,Emery Deabay,D,1669
Penobscot,BURLINGTON,State Senate,31,Emery Deabay,D,58
Penobscot,CLIFTON,State Senate,31,Emery Deabay,D,157
Penobscot,EDDINGTON,State Senate,31,Emery Deabay,D,370
Penobscot,GREENFIELD TWP ,State Senate,31,Emery Deabay,D,31
Penobscot,HOLDEN,State Senate,31,Emery Deabay,D,595
Penobscot,LOWELL,State Senate,31,Emery Deabay,D,58
Penobscot,MILFORD,State Senate,31,Emery Deabay,D,657
Penobscot,ORRINGTON,State Senate,31,Emery Deabay,D,832
Penobscot,BANGOR,State Senate,32,Geoffrey Gratwick,D,7633
Penobscot,HERMON,State Senate,32,Geoffrey Gratwick,D,1129
Penobscot,CARMEL,State Senate,33,Sherman Leighton,D,443
Penobscot,CHARLESTON,State Senate,33,Sherman Leighton,D,223
Penobscot,CORINNA,State Senate,33,Sherman Leighton,D,473
Penobscot,CORINTH,State Senate,33,Sherman Leighton,D,444
Penobscot,DEXTER,State Senate,33,Sherman Leighton,D,877
Penobscot,DIXMONT,State Senate,33,Sherman Leighton,D,209
Penobscot,ETNA,State Senate,33,Sherman Leighton,D,237
Penobscot,EXETER,State Senate,33,Sherman Leighton,D,239
Penobscot,GARLAND,State Senate,33,Sherman Leighton,D,266
Penobscot,GLENBURN,State Senate,33,Sherman Leighton,D,879
Penobscot,HAMPDEN,State Senate,33,Sherman Leighton,D,1275
Penobscot,KENDUSKEAG,State Senate,33,Sherman Leighton,D,231
Penobscot,LEVANT,State Senate,33,Sherman Leighton,D,469
Penobscot,NEWBURGH,State Senate,33,Sherman Leighton,D,277
Penobscot,NEWPORT,State Senate,33,Sherman Leighton,D,629
Penobscot,PLYMOUTH,State Senate,33,Sherman Leighton,D,245
Penobscot,STETSON,State Senate,33,Sherman Leighton,D,263
Penobscot,MEDWAY ARO TWPS ,State Senate,34,Daniel Levesque,D,2
Piscataquis,ABBOT,State Senate,27,Herbert Clarke,D,107
Piscataquis,ATKINSON,State Senate,27,Herbert Clarke,D,68
Piscataquis,BEAVER COVE,State Senate,27,Herbert Clarke,D,32
Piscataquis,BEAVER COVE TWPS ,State Senate,27,Herbert Clarke,D,0
Piscataquis,BOWERBANK,State Senate,27,Herbert Clarke,D,20
Piscataquis,BROWNVILLE,State Senate,27,Herbert Clarke,D,318
Piscataquis,DOVER-FOXCROFT,State Senate,27,Herbert Clarke,D,832
Piscataquis,ELLIOTTSVILLE TWP ,State Senate,27,Herbert Clarke,D,13
Piscataquis,GREENVILLE,State Senate,27,Herbert Clarke,D,429
Piscataquis,GREENVILLE PIS TWPS ,State Senate,27,Herbert Clarke,D,0
Piscataquis,GUILFORD,State Senate,27,Herbert Clarke,D,196
Piscataquis,LAKE VIEW PLT,State Senate,27,Herbert Clarke,D,33
Piscataquis,MEDFORD,State Senate,27,Herbert Clarke,D,47
Piscataquis,MILO,State Senate,27,Herbert Clarke,D,426
Piscataquis,MONSON,State Senate,27,Herbert Clarke,D,178
Piscataquis,ORNEVILLE TWP ,State Senate,27,Herbert Clarke,D,0
Piscataquis,PARKMAN,State Senate,27,Herbert Clarke,D,141
Piscataquis,SANGERVILLE,State Senate,27,Herbert Clarke,D,215
Piscataquis,SEBEC,State Senate,27,Herbert Clarke,D,119
Piscataquis,SHIRLEY,State Senate,27,Herbert Clarke,D,44
Piscataquis,WELLINGTON,State Senate,27,Herbert Clarke,D,69
Piscataquis,WILLIMANTIC,State Senate,27,Herbert Clarke,D,34
Sagadahoc,ARROWSIC,State Senate,19,Seth Goodall,D,228
Sagadahoc,BATH,State Senate,19,Seth Goodall,D,2955
Sagadahoc,BOWDOIN,State Senate,19,Seth Goodall,D,867
Sagadahoc,BOWDOINHAM,State Senate,19,Seth Goodall,D,1171
Sagadahoc,GEORGETOWN,State Senate,19,Seth Goodall,D,443
Sagadahoc,PHIPPSBURG,State Senate,19,Seth Goodall,D,770
Sagadahoc,RICHMOND,State Senate,19,Seth Goodall,D,1197
Sagadahoc,TOPSHAM,State Senate,19,Seth Goodall,D,3430
Sagadahoc,WEST BATH,State Senate,19,Seth Goodall,D,740
Sagadahoc,WOOLWICH,State Senate,19,Seth Goodall,D,1081
Somerset,MERCER,State Senate,18,Joanne Dunlap,D,150
Somerset,SMITHFIELD,State Senate,18,Joanne Dunlap,D,236
Somerset,DETROIT,State Senate,25,Colleen Lachowicz,D,163
Somerset,PITTSFIELD,State Senate,25,Colleen Lachowicz,D,702
Somerset,ANSON,State Senate,26,David Schwanke,D,398
Somerset,ATHENS,State Senate,26,David Schwanke,D,148
Somerset,BINGHAM,State Senate,26,David Schwanke,D,152
Somerset,BRIGHTON PLT,State Senate,26,David Schwanke,D,13
Somerset,CANAAN,State Senate,26,David Schwanke,D,406
Somerset,CARATUNK,State Senate,26,David Schwanke,D,12
Somerset,CONCORD TWP ,State Senate,26,David Schwanke,D,1
Somerset,CORNVILLE,State Senate,26,David Schwanke,D,198
Somerset,DENNISTOWN PLT,State Senate,26,David Schwanke,D,4
Somerset,EMBDEN,State Senate,26,David Schwanke,D,129
Somerset,FAIRFIELD,State Senate,26,David Schwanke,D,1483
Somerset,HIGHLAND PLT,State Senate,26,David Schwanke,D,26
Somerset,HIGHLAND SOM TWPS ,State Senate,26,David Schwanke,D,0
Somerset,JACKMAN,State Senate,26,David Schwanke,D,145
Somerset,MADISON,State Senate,26,David Schwanke,D,801
Somerset,MOOSE RIVER,State Senate,26,David Schwanke,D,22
Somerset,MOSCOW,State Senate,26,David Schwanke,D,99
Somerset,NEW PORTLAND,State Senate,26,David Schwanke,D,163
Somerset,NORRIDGEWOCK,State Senate,26,David Schwanke,D,732
Somerset,PLEASANT RIDGE PLT,State Senate,26,David Schwanke,D,15
Somerset,ROCKWOOD TWP,State Senate,26,David Schwanke,D,51
Somerset,SKOWHEGAN,State Senate,26,David Schwanke,D,1453
Somerset,SOLON,State Senate,26,David Schwanke,D,227
Somerset,SPRING LAKE ,State Senate,26,David Schwanke,D,2
Somerset,STARKS,State Senate,26,David Schwanke,D,139
Somerset,THE FORKS PLT,State Senate,26,David Schwanke,D,17
Somerset,WEST FORKS PLT,State Senate,26,David Schwanke,D,14
Somerset,CAMBRIDGE,State Senate,27,Herbert Clarke,D,50
Somerset,HARMONY,State Senate,27,Herbert Clarke,D,146
Somerset,HARTLAND,State Senate,27,Herbert Clarke,D,223
Somerset,PALMYRA,State Senate,27,Herbert Clarke,D,297
Somerset,RIPLEY,State Senate,27,Herbert Clarke,D,51
Somerset,ST ALBANS,State Senate,27,Herbert Clarke,D,296
Waldo,BELFAST,State Senate,23,Glenn Curry,D,2047
Waldo,BELMONT,State Senate,23,Glenn Curry,D,216
Waldo,BROOKS,State Senate,23,Glenn Curry,D,160
Waldo,BURNHAM,State Senate,23,Glenn Curry,D,236
Waldo,FRANKFORT,State Senate,23,Glenn Curry,D,149
Waldo,FREEDOM,State Senate,23,Glenn Curry,D,177
Waldo,ISLESBORO,State Senate,23,Glenn Curry,D,263
Waldo,JACKSON,State Senate,23,Glenn Curry,D,99
Waldo,KNOX,State Senate,23,Glenn Curry,D,123
Waldo,LIBERTY,State Senate,23,Glenn Curry,D,213
